"time","S","I","result_id"
1.46,9961.99525613622,20.6487731626692,1
1.47,9961.73342955785,20.7510885034235,1
1.48,9961.47040408863,20.8539026111133,1
1.49,9961.2061738503,20.9572178380237,1
1.5,9960.94073293779,21.0610365467528,1
1.51,9960.67407541909,21.1653611102498,1
1.52,9960.40619533517,21.2701939118519,1
1.53,9960.13708669983,21.3755373453218,1
1.54,9959.86674349963,21.4813938148855,1
1.55,9959.59515969375,21.5877657352695,1
1.56,9959.32232921388,21.6946555317387,1
1.57,9959.04824596413,21.8020656401336,1
1.58,9958.77290382088,21.9099985069088,1
1.59,9958.49629663273,22.0184565891698,1
1.6,9958.2184182203,22.1274423547114,1
1.61,9957.9392623762,22.2369582820555,1
1.62,9957.65882286486,22.3470068604885,1
1.63,9957.37709342246,22.4575905901,1
1.64,9957.09406775677,22.5687119818198,1
1.65,9956.80973954707,22.6803735574566,1
1.66,9956.52410244402,22.792577849736,1
1.67,9956.23715006956,22.9053274023381,1
1.68,9955.94887601678,23.0186247699359,1
1.69,9955.65927384979,23.1324725182335,1
1.7,9955.36833710365,23.246873224004,1
1.71,9955.07605928421,23.361829475128,1
1.72,9954.78243386802,23.4773438706317,1
1.73,9954.48745430219,23.5934190207249,1
1.74,9954.1911140043,23.7100575468397,1
1.75,9953.89340636225,23.8272620816687,1
1.76,9953.59432473419,23.9450352692029,1
1.77,9953.29386244834,24.0633797647707,1
1.78,9952.99201280294,24.1822982350758,1
1.79,9952.68876906606,24.301793358236,1
1.8,9952.38412447554,24.421867823821,1
1.81,9952.07807223886,24.5425243328916,1
1.82,9951.77060553297,24.6637655980374,1
1.83,9951.46171750424,24.785594343416,1
1.84,9951.1514012683,24.9080133047908,1
1.85,9950.83964990994,25.0310252295698,1
1.86,9950.52645648296,25.1546328768444,1
1.87,9950.21181401007,25.2788390174271,1
1.88,9949.89571548278,25.403646433891,1
1.89,9949.57815386125,25.5290579206074,1
1.9,9949.25912207421,25.655076283785,1
1.91,9948.93861301877,25.7817043415081,1
1.92,9948.61661956037,25.9089449237752,1
1.93,9948.29313453261,26.0368008725375,1
1.94,9947.96815073717,26.1652750417374,1
1.95,9947.64166094363,26.294370297347,1
1.96,9947.3136578894,26.424089517407,1
1.97,9946.98413427955,26.5544355920643,1
1.98,9946.65308278673,26.6854114236116,1
1.99,9946.32049605104,26.8170199265249,1
2,9945.98636667984,26.9492640275027,1
2.01,9945.65068724774,27.0821466655039,1
2.02,9945.31345029637,27.2156707917867,1
2.03,9944.9746483343,27.3498393699467,1
2.04,9944.63427383694,27.4846553759552,1
2.05,9944.29231924636,27.620121798198,1
2.06,9943.9487769712,27.7562416375133,1
2.07,9943.60363938653,27.8930179072304,1
2.08,9943.25689883373,28.0304536332076,1
2.09,9942.90854762037,28.1685518538708,1
2.1,9942.55857802006,28.3073156202513,1
2.11,9942.20698227235,28.4467479960245,1
2.12,9941.85375258258,28.5868520575478,1
2.13,9941.49888112177,28.7276308938984,1
2.14,9941.14236002648,28.869087606912,1
2.15,9940.78418139869,29.0112253112204,1
2.16,9940.42433730568,29.1540471342894,1
2.17,9940.06281977986,29.297556216457,1
2.18,9939.69962081871,29.4417557109712,1
2.19,9939.33473238458,29.5866487840276,1
2.2,9938.96814640461,29.7322386148076,1
2.21,9938.59985477059,29.8785283955156,1
2.22,9938.22984933881,30.025521331417,1
2.23,9937.85812192996,30.1732206408756,1
2.24,9937.48466432898,30.3216295553913,1
2.25,9937.10946828493,30.4707513196373,1
2.26,9936.73252551086,30.6205891914978,1
2.27,9936.35382768371,30.7711464421049,1
2.28,9935.97336644414,30.9224263558762,1
2.29,9935.5911333964,31.0744322305516,1
2.3,9935.20712010823,31.2271673772309,1
2.31,9934.82131811071,31.3806351204101,1
2.32,9934.43371889812,31.5348387980188,1
2.33,9934.04431392782,31.6897817614568,1
2.34,9933.65309462013,31.8454673756311,1
2.35,9933.26005235817,32.001899018992,1
2.36,9932.86517848774,32.15908008357,1
2.37,9932.46846431721,32.3170139750122,1
2.38,9932.06990111735,32.4757041126186,1
2.39,9931.66948012122,32.6351539293782,1
2.4,9931.26719252403,32.7953668720053,1
2.41,9930.86302948302,32.9563464009753,1
2.42,9930.45698211731,33.1180959905606,1
2.43,9930.04904150777,33.2806191288665,1
2.44,9929.63919869691,33.443919317867,1
2.45,9929.22744468869,33.6080000734396,1
2.46,9928.81377044846,33.7728649254015,1
2.47,9928.39816690277,33.9385174175446,1
2.48,9927.98062493928,34.1049611076702,1
2.49,9927.56113540657,34.2721995676246,1
2.5,9927.13968911406,34.4402363833337,1
2.51,9926.71627683185,34.6090751548375,1
2.52,9926.29088929059,34.778719496325,1
2.53,9925.86351718135,34.9491730361684,1
2.54,9925.43415115548,35.1204394169573,1
2.55,9925.00278182447,35.292522295533,1
2.56,9924.56939975984,35.4654253430222,1
2.57,9924.13399549298,35.6391522448709,1
2.58,9923.69655951501,35.8137067008782,1
2.59,9923.25708227669,35.9890924252291,1
2.6,9922.81555418822,36.1653131465285,1
2.61,9922.37196561917,36.3423726078338,1
2.62,9921.9263068983,36.5202745666879,1
2.63,9921.47856831344,36.6990227951518,1
2.64,9921.02874011135,36.8786210798376,1
2.65,9920.57681249761,37.05907322194,1
2.66,9920.12277563644,37.2403830372692,1
2.67,9919.66661965062,37.4225543562824,1
2.68,9919.20833462128,37.6055910241154,1
2.69,9918.74791058785,37.7894969006146,1
2.7,9918.28533754788,37.9742758603679,1
2.71,9917.82060545689,38.1599317927356,1
2.72,9917.35370422826,38.3464686018819,1
2.73,9916.88462373311,38.5338902068049,1
2.74,9916.41335380011,38.7222005413673,1
2.75,9915.93988421542,38.9114035543263,1
2.76,9915.46420472246,39.1015032093639,1
2.77,9914.98630502189,39.2925034851163,1
2.78,9914.50617477138,39.4844083752033,1
2.79,9914.0238035855,39.6772218882576,1
2.8,9913.53918103561,39.8709480479538,1
2.81,9913.05229664972,40.0655908930367,1
2.82,9912.56313991232,40.2611544773501,1
2.83,9912.07170026429,40.4576428698647,1
2.84,9911.57796710273,40.6550601547059,1
2.85,9911.08192978086,40.8534104311815,1
2.86,9910.58357760783,41.0526978138089,1
2.87,9910.08289984867,41.2529264323422,1
2.88,9909.57988572407,41.4541004317987,1
2.89,9909.0745244103,41.6562239724854,1
2.9,9908.56680503906,41.8593012300251,1
2.91,9908.05671669734,42.0633363953824,1
2.92,9907.54424842728,42.2683336748886,1
2.93,9907.02938922608,42.4742972902674,1
2.94,9906.51212804581,42.6812314786596,1
2.95,9905.99245379329,42.8891404926475,1
2.96,9905.47035533001,43.0980286002789,1
2.97,9904.94582147191,43.3079000850914,1
2.98,9904.41884098931,43.5187592461354,1
2.99,9903.88940260678,43.7306103979976,1
3,9903.35749500295,43.9434578708234,1
3.01,9902.82310681043,44.1573060103399,1
3.02,9902.28622661567,44.3721591778772,1
3.03,9901.74684295881,44.5880217503907,1
3.04,9901.20494433357,44.8048981204819,1
3.05,9900.6605191871,45.0227926964199,1
3.06,9900.11355591984,45.2417099021614,1
3.07,9899.56404288544,45.4616541773711,1
3.08,9899.01196839057,45.6826299774412,1
3.09,9898.45732069482,45.9046417735112,1
3.1,9897.90008801056,46.1276940524862,1
3.11,9897.34025850283,46.351791317056,1
3.12,9896.77782028917,46.5769380857127,1
3.13,9896.21276143953,46.8031388927686,1
3.14,9895.64506997612,47.0303982883733,1
3.15,9895.07473387331,47.2587208385305,1
3.16,9894.50174105744,47.4881111251143,1
3.17,9893.92607940676,47.7185737458852,1
3.18,9893.34773675127,47.9501133145053,1
3.19,9892.76670087259,48.1827344605533,1
3.2,9892.18295950384,48.4164418295391,1
3.21,9891.59650032951,48.6512400829176,1
3.22,9891.00731098535,48.8871338981023,1
3.23,9890.41537905821,49.1241279684782,1
3.24,9889.82069208596,49.3622270034145,1
3.25,9889.22323755733,49.6014357282763,1
3.26,9888.62300291177,49.8417588844364,1
3.27,9888.0199755394,50.0832012292861,1
3.28,9887.41414278081,50.3257675362457,1
3.29,9886.80549192696,50.5694625947742,1
3.3,9886.19401021908,50.814291210379,1
3.31,9885.57968484852,51.0602582046245,1
3.32,9884.96250295664,51.3073684151404,1
3.33,9884.34245163468,51.5556266956293,1
3.34,9883.71951792368,51.8050379158742,1
3.35,9883.09368881427,52.0556069617444,1
3.36,9882.46495124665,52.3073387352024,1
3.37,9881.83329211042,52.5602381543082,1
3.38,9881.19869824446,52.814310153225,1
3.39,9880.56115643682,53.0695596822228,1
3.4,9879.92065342461,53.3259917076822,1
3.41,9879.27717589387,53.5836112120976,1
3.42,9878.63071047947,53.8424231940787,1
3.43,9877.98124376498,54.1024326683532,1
3.44,9877.32876228256,54.363644665767,1
3.45,9876.67325251284,54.626064233285,1
3.46,9876.01470088482,54.889696433991,1
3.47,9875.35309377575,55.1545463470861,1
3.48,9874.688417511,55.4206190678877,1
3.49,9874.02065836399,55.6879197078269,1
3.5,9873.34980255603,55.9564533944457,1
3.51,9872.67583625625,56.2262252713931,1
3.52,9871.99874558146,56.4972404984207,1
3.53,9871.31851659608,56.7695042513778,1
3.54,9870.63513531197,57.0430217222053,1
3.55,9869.9485876884,57.3177981189293,1
3.56,9869.25885963188,57.5938386656535,1
3.57,9868.56593699608,57.8711486025518,1
3.58,9867.86980558174,58.1497331858585,1
3.59,9867.17045113651,58.4295976878595,1
3.6,9866.46785935494,58.7107473968816,1
3.61,9865.76201587828,58.9931876172813,1
3.62,9865.05290629444,59.276923669433,1
3.63,9864.34051613789,59.561960889716,1
3.64,9863.6248308895,59.8483046305013,1
3.65,9862.90583597651,60.1359602601368,1
3.66,9862.18351677242,60.4249331629325,1
3.67,9861.45785859686,60.715228739144,1
3.68,9860.7288467155,61.0068524049559,1
3.69,9859.99646633999,61.2998095924641,1
3.7,9859.26070262785,61.5941057496566,1
3.71,9858.52154068235,61.8897463403948,1
3.72,9857.77896555246,62.1867368443924,1
3.73,9857.03296223271,62.4850827571946,1
3.74,9856.28351566317,62.7847895901557,1
3.75,9855.53061072929,63.0858628704157,1
3.76,9854.77423226184,63.3883081408769,1
3.77,9854.01436503685,63.6921309601783,1
3.78,9853.25099377549,63.9973369026701,1
3.79,9852.48410314398,64.3039315583866,1
3.8,9851.71367775355,64.6119205330185,1
3.81,9850.93970216032,64.9213094478838,1
3.82,9850.16216086523,65.2321039398985,1
3.83,9849.38103831395,65.5443096615453,1
3.84,9848.59631889684,65.8579322808422,1
3.85,9847.80798694882,66.1729774813094,1
3.86,9847.01602674933,66.4894509619354,1
3.87,9846.22042252226,66.8073584371426,1
3.88,9845.42115843583,67.1267056367508,1
3.89,9844.61821860257,67.4474983059406,1
3.9,9843.81158707924,67.7697422052151,1
3.91,9843.00124786672,68.093443110361,1
3.92,9842.18718491001,68.4186068124081,1
3.93,9841.36938209809,68.7452391175883,1
3.94,9840.54782326391,69.073345847293,1
3.95,9839.72249218431,69.4029328380292,1
3.96,9838.89337257995,69.7340059413756,1
3.97,9838.06044811524,70.0665710239361,1
3.98,9837.22370239832,70.4006339672929,1
3.99,9836.38311898096,70.7362006679587,1
4,9835.53868135852,71.0732770373268,1
4.01,9834.69037296991,71.4118690016213,1
4.02,9833.83817719751,71.7519825018445,1
4.03,9832.98207736713,72.0936234937248,1
4.04,9832.12205674798,72.4367979476618,1
4.05,9831.25809855257,72.7815118486714,1
4.06,9830.39018593672,73.1277711963291,1
4.07,9829.5183019995,73.4755820047117,1
4.08,9828.64242978314,73.8249503023385,1
4.09,9827.76255227306,74.1758821321107,1
4.1,9826.87865239778,74.5283835512498,1
4.11,9825.9907130289,74.8824606312342,1
4.12,9825.09871698108,75.2381194577349,1
4.13,9824.20264701194,75.5953661305501,1
4.14,9823.30248582213,75.9542067635378,1
4.15,9822.39821605519,76.3146474845476,1
4.16,9821.48982029761,76.6766944353505,1
4.17,9820.57728107876,77.0403537715683,1
4.18,9819.66058087086,77.4056316626006,1
4.19,9818.73970208896,77.7725342915513,1
4.2,9817.81462709095,78.1410678551525,1
4.21,9816.8853381775,78.5112385636883,1
4.22,9815.95181759207,78.8830526409163,1
4.23,9815.01404752085,79.2565163239881,1
4.24,9814.07201009282,79.6316358633677,1
4.25,9813.12568737968,80.0084175227492,1
4.26,9812.17506139586,80.3868675789724,1
4.27,9811.22011409851,80.7669923219375,1
4.28,9810.26082738749,81.1487980545174,1
4.29,9809.29718310538,81.5322910924694,1
4.3,9808.32916303748,81.9174777643447,1
4.31,9807.35674891178,82.3043644113969,1
4.32,9806.37992239902,82.6929573874879,1
4.33,9805.39866511263,83.0832630589938,1
4.34,9804.41295860879,83.4752878047078,1
4.35,9803.42278438642,83.8690380157419,1
4.36,9802.42812388719,84.2645200954274,1
4.37,9801.42895849554,84.6617404592135,1
4.38,9800.42526953869,85.0607055345638,1
4.39,9799.41703828668,85.4614217608516,1
4.4,9798.40424595238,85.863895589254,1
4.41,9797.38687369149,86.2681334826428,1
4.42,9796.36490260262,86.6741419154755,1
4.43,9795.33831372728,87.0819273736833,1
4.44,9794.30708804992,87.4914963545577,1
4.45,9793.27120649796,87.9028553666357,1
4.46,9792.23064994185,88.3160109295828,1
4.47,9791.1853991951,88.7309695740746,1
4.48,9790.13543501429,89.1477378416761,1
4.49,9789.08073809918,89.5663222847196,1
4.5,9788.02128909269,89.9867294661808,1
4.51,9786.95706858099,90.408965959553,1
4.52,9785.88805709357,90.833038348719,1
4.53,9784.81423510324,91.2589532278221,1
4.54,9783.73558302624,91.6867172011341,1
4.55,9782.65208122227,92.1163368829224,1
4.56,9781.56370999458,92.5478188973148,1
4.57,9780.47044959002,92.9811698781618,1
4.58,9779.37228019911,93.4163964688981,1
4.59,9778.26918195613,93.8535053224014,1
4.6,9777.16113493918,94.2925031008493,1
4.61,9776.04811917026,94.7333964755744,1
4.62,9774.93011461538,95.1761921269175,1
4.63,9773.80710118459,95.6208967440783,1
4.64,9772.67905873214,96.0675170249647,1
4.65,9771.54596705649,96.5160596760399,1
4.66,9770.4078059005,96.9665314121668,1
4.67,9769.26455495143,97.4189389564515,1
4.68,9768.11619384111,97.8732890400836,1
4.69,9766.96270214603,98.3295884021755,1
4.7,9765.80405938742,98.7878437895982,1
4.71,9764.64024503141,99.2480619568164,1
4.72,9763.47123848908,99.7102496657208,1
4.73,9762.29701911664,100.174413685458,1
4.74,9761.11756621553,100.640560792258,1
4.75,9759.93285903251,101.108697769263,1
4.76,9758.74287675984,101.578831406346,1
4.77,9757.54759853538,102.050968499936,1
4.78,9756.34700344275,102.525115852837,1
4.79,9755.14107051143,103.001280274043,1
4.8,9753.92977871694,103.479468578555,1
4.81,9752.71310698096,103.959687587191,1
4.82,9751.49103417151,104.4419441264,1
4.83,9750.26353910304,104.926245028065,1
4.84,9749.03060053668,105.412597129311,1
4.85,9747.79219718033,105.90100727231,1
4.86,9746.54830768882,106.391482304079,1
4.87,9745.29891066414,106.88402907628,1
4.88,9744.04398465555,107.378654445014,1
4.89,9742.78350815978,107.875365270619,1
4.9,9741.51745962123,108.374168417458,1
4.91,9740.24581743211,108.875070753709,1
4.92,9738.96855993265,109.37807915115,1
4.93,9737.68566541131,109.883200484947,1
4.94,9736.39711210493,110.39044163343,1
4.95,9735.10287819899,110.899809477877,1
4.96,9733.80294182774,111.41131090229,1
4.97,9732.49728107449,111.924952793165,1
4.98,9731.18587397174,112.440742039269,1
4.99,9729.86869850145,112.958685531405,1
5,9728.54573259525,113.478790162181,1
5.01,9727.21695413466,114.001062825775,1
5.02,9725.88234095132,114.52551041769,1
5.03,9724.5418708272,115.052139834522,1
5.04,9723.19552149488,115.580957973709,1
5.05,9721.84327063778,116.111971733289,1
5.06,9720.48509589036,116.645188011646,1
5.07,9719.12097483844,117.180613707265,1
5.08,9717.7508850194,117.718255718471,1
5.09,9716.3748039225,118.258120943178,1
5.1,9714.99270898905,118.800216278623,1
5.11,9713.60457761278,119.34454862111,1
5.12,9712.21038714006,119.891124865739,1
5.13,9710.81011487016,120.439951906141,1
5.14,9709.40373805558,120.99103663421,1
5.15,9707.99123390233,121.544385939822,1
5.16,9706.57257957018,122.100006710568,1
5.17,9705.147752173,122.657905831468,1
5.18,9703.71672877905,123.218090184692,1
5.19,9702.27948641127,123.780566649275,1
5.2,9700.83600204763,124.345342100831,1
5.21,9699.3862526214,124.91242341126,1
5.22,9697.9302150215,125.481817448457,1
5.23,9696.46786609281,126.053531076016,1
5.24,9694.99918263654,126.62757115293,1
5.25,9693.52414141051,127.203944533288,1
5.26,9692.04271912953,127.782658065975,1
5.27,9690.55489246573,128.363718594359,1
5.28,9689.06063804892,128.947132955986,1
5.29,9687.55993246695,129.53290798226,1
5.3,9686.05275226607,130.121050498131,1
5.31,9684.53907395128,130.711567321777,1
5.32,9683.01887398674,131.304465264276,1
5.33,9681.49212879609,131.899751129285,1
5.34,9679.9588147629,132.497431712712,1
5.35,9678.41890823103,133.097513802382,1
5.36,9676.87238550501,133.700004177702,1
5.37,9675.31922285044,134.304909609327,1
5.38,9673.75939649444,134.912236858817,1
5.39,9672.19288262601,135.521992678296,1
5.4,9670.61965739646,136.134183810099,1
5.41,9669.03969691985,136.74881698643,1
5.42,9667.45297727341,137.365898929004,1
5.43,9665.85947449794,137.985436348695,1
5.44,9664.25916459831,138.607435945172,1
5.45,9662.65202354387,139.23190440654,1
5.46,9661.03802726888,139.858848408975,1
5.47,9659.417151673,140.488274616354,1
5.48,9657.78937262176,141.120189679882,1
5.49,9656.154665947,141.754600237723,1
5.5,9654.51300744733,142.391512914614,1
5.51,9652.86437288868,143.030934321489,1
5.52,9651.20873800471,143.672871055094,1
5.53,9649.54607849733,144.317329697598,1
5.54,9647.87637003723,144.964316816204,1
5.55,9646.19958826432,145.61383896275,1
5.56,9644.5157087883,146.265902673321,1
5.57,9642.82470718914,146.920514467837,1
5.58,9641.12655901761,147.577680849659,1
5.59,9639.42123979584,148.237408305178,1
5.6,9637.70872501779,148.899703303402,1
5.61,9635.98899014986,149.564572295547,1
5.62,9634.26201063139,150.232021714618,1
5.63,9632.52776187523,150.902057974989,1
5.64,9630.78621926832,151.574687471978,1
5.65,9629.03735817223,152.249916581424,1
5.66,9627.28115392371,152.927751659253,1
5.67,9625.51758183536,153.608199041048,1
5.68,9623.7466171961,154.291265041609,1
5.69,9621.96823527185,154.976955954516,1
5.7,9620.1824113061,155.665278051682,1
5.71,9618.3891205205,156.356237582911,1
5.72,9616.5883381155,157.049840775445,1
5.73,9614.78003927093,157.746093833509,1
5.74,9612.96419914669,158.445002937858,1
5.75,9611.14079288331,159.146574245317,1
5.76,9609.30979560264,159.850813888313,1
5.77,9607.47118240847,160.557727974412,1
5.78,9605.62492838721,161.267322585848,1
5.79,9603.7710086085,161.97960377905,1
5.8,9601.90939812592,162.694577584165,1
5.81,9600.04007197766,163.412250004575,1
5.82,9598.16300518718,164.132627016417,1
5.83,9596.27817276391,164.855714568096,1
5.84,9594.38554970394,165.581518579791,1
5.85,9592.48511099072,166.310044942965,1
5.86,9590.57683159576,167.041299519866,1
5.87,9588.66068647937,167.775288143027,1
5.88,9586.73665059137,168.512016614763,1
5.89,9584.80469887179,169.25149070666,1
5.9,9582.86480625166,169.993716159071,1
5.91,9580.91694765371,170.738698680596,1
5.92,9578.96109799313,171.486443947568,1
5.93,9576.99723217834,172.23695760353,1
5.94,9575.02532511175,172.990245258713,1
5.95,9573.04535169053,173.746312489508,1
5.96,9571.05728680738,174.505164837934,1
5.97,9569.06110535133,175.266807811106,1
5.98,9567.05678220853,176.031246880694,1
5.99,9565.04429226306,176.798487482388,1
6,9563.0236103977,177.568535015346,1
6.01,9560.9947114948,178.341394841655,1
6.02,9558.95757043708,179.117072285772,1
6.03,9556.91216210843,179.895572633975,1
6.04,9554.85846139481,180.676901133805,1
6.05,9552.79644318504,181.461062993504,1
6.06,9550.72608237168,182.24806338145,1
6.07,9548.64735385189,183.037907425593,1
6.08,9546.56023252828,183.830600212879,1
6.09,9544.46469330981,184.626146788682,1
6.1,9542.36071111265,185.424552156221,1
6.11,9540.2482608611,186.225821275986,1
6.12,9538.12731748844,187.029959065148,1
6.13,9535.9978559379,187.836970396974,1
6.14,9533.8598511635,188.646860100239,1
6.15,9531.71327813104,189.459632958631,1
6.16,9529.55811181897,190.275293710152,1
6.17,9527.39432721938,191.093847046523,1
6.18,9525.22189933889,191.915297612577,1
6.19,9523.04080319963,192.739650005654,1
6.2,9520.85101384021,193.566908774993,1
6.21,9518.65250631667,194.397078421117,1
6.22,9516.44525570345,195.23016339522,1
6.23,9514.22923709436,196.066168098546,1
6.24,9512.00442560363,196.905096881768,1
6.25,9509.77079636683,197.746954044364,1
6.26,9507.52832454192,198.59174383399,1
6.27,9505.27698531024,199.439470445844,1
6.28,9503.01675387757,200.290138022039,1
6.29,9500.74760547512,201.14375065096,1
6.3,9498.46951536054,202.000312366628,1
6.31,9496.18245881906,202.859827148056,1
6.32,9493.88641116443,203.7222989186,1
6.33,9491.58134774006,204.587731545316,1
6.34,9489.26724392004,205.456128838305,1
6.35,9486.94407511024,206.327494550057,1
6.36,9484.61181674938,207.201832374797,1
6.37,9482.27044431012,208.079145947822,1
6.38,9479.91993330015,208.95943884484,1
6.39,9477.56025926333,209.842714581302,1
6.4,9475.19139778077,210.728976611737,1
6.41,9472.81332447195,211.618228329076,1
6.42,9470.42601499586,212.510473063981,1
6.43,9468.02944505213,213.405714084168,1
6.44,9465.62359038221,214.303954593729,1
6.45,9463.20842677044,215.205197732446,1
6.46,9460.7839300453,216.109446575109,1
